id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
0.0,0.3133094608783722,0.11064140498638153,0.36960873007774353,-0.08583104610443115,-0.18813364207744598,0.20909912884235382,0.03639428690075874,-0.32055169343948364,-0.28036561608314514,0.0639537051320076,0.33256983757019043,0.04978083819150925,-0.3560892939567566,-0.40200477838516235,0.043024320155382156,-0.021629245951771736,0.12127754837274551,0.09614782780408859,0.15191301703453064,-0.038846563547849655,0.19316713511943817,-0.29594045877456665,-0.1572902798652649,-0.0740339532494545,0.22658215463161469,-0.12472719699144363,0.06284916400909424,-0.3572418987751007,-0.3241158127784729,-0.14655546844005585,0.4345616400241852,0.4415670335292816
1.0,0.27047181129455566,0.08058766275644302,0.3875803053379059,-0.08876871317625046,-0.23138999938964844,0.2449900358915329,0.06222927197813988,-0.2949066460132599,-0.2621999680995941,0.07951021939516068,0.33825647830963135,0.09621185064315796,-0.36360275745391846,-0.38920265436172485,0.035887911915779114,0.006511087995022535,0.12194447964429855,0.11203248798847198,0.1762273609638214,-0.02512856386601925,0.19759352505207062,-0.339241623878479,-0.14968691766262054,-0.08656430244445801,0.21354226768016815,-0.16027633845806122,0.08047552406787872,-0.36542245745658875,-0.30311086773872375,-0.12062656879425049,0.40262678265571594,0.44050902128219604
2.0,0.2651602327823639,0.12416644394397736,0.32842621207237244,-0.0667501762509346,-0.19480548799037933,0.19883416593074799,0.015973038971424103,-0.40853452682495117,-0.32321375608444214,0.04021679237484932,0.31935468316078186,-0.016828864812850952,-0.27974405884742737,-0.4042391777038574,0.15270614624023438,-0.08882267773151398,0.1187620460987091,0.11912699043750763,0.1037602648139,-0.05538947880268097,0.24018649756908417,-0.28079819679260254,-0.12284085154533386,-0.09979123622179031,0.20904789865016937,-0.10766837000846863,0.08586601912975311,-0.36780083179473877,-0.3687358796596527,-0.136586531996727,0.43570902943611145,0.40958142280578613
3.0,0.2717559039592743,0.11352673918008804,0.39284417033195496,-0.052998583763837814,-0.21954916417598724,0.24447070062160492,0.029665745794773102,-0.2876738905906677,-0.2686522305011749,0.07116679847240448,0.3448282480239868,0.08936244249343872,-0.349475622177124,-0.4010438919067383,0.039941392838954926,-0.006879036780446768,0.13534347712993622,0.10313507914543152,0.17455732822418213,-0.02785598672926426,0.19831863045692444,-0.2994382381439209,-0.15568478405475616,-0.09169604629278183,0.22016695141792297,-0.1555706411600113,0.09191186726093292,-0.3550656735897064,-0.3143676519393921,-0.159584641456604,0.4062677025794983,0.4469844400882721
4.0,0.29584014415740967,0.10251591354608536,0.37347114086151123,-0.056065384298563004,-0.11154942959547043,0.16243530809879303,-0.029028626158833504,-0.3453863561153412,-0.3254033327102661,0.026207366958260536,0.3388842046260834,0.009506887756288052,-0.2804670035839081,-0.4422418177127838,0.1402425467967987,-0.03666285052895546,0.09197604656219482,0.06668040156364441,0.14630915224552155,-0.07765993475914001,0.2551271617412567,-0.21707844734191895,-0.0931577980518341,-0.07028485089540482,0.23423954844474792,-0.08249671757221222,0.06510534882545471,-0.32442691922187805,-0.3991532325744629,-0.10840652137994766,0.44690805673599243,0.4424149990081787
5.0,0.30282315611839294,0.12640629708766937,0.398823082447052,-0.09409037977457047,-0.1561049520969391,0.18845748901367188,0.03530943766236305,-0.29063984751701355,-0.3002042770385742,0.06693466752767563,0.3244364261627197,0.07540693879127502,-0.35085657238960266,-0.41223108768463135,0.032037340104579926,-0.010947903618216515,0.12840460240840912,0.08127906918525696,0.18398214876651764,-0.037893202155828476,0.20232772827148438,-0.26747584342956543,-0.15829506516456604,-0.06843916326761246,0.21506468951702118,-0.15367868542671204,0.09359540790319443,-0.34493857622146606,-0.3407169580459595,-0.14318951964378357,0.429879754781723,0.4418426752090454
6.0,0.3018942177295685,0.17013490200042725,0.39135706424713135,-0.004988757893443108,-0.14589157700538635,0.18326133489608765,-0.0251570213586092,-0.29377779364585876,-0.29943251609802246,0.03532816469669342,0.35044729709625244,0.037128835916519165,-0.3109647035598755,-0.429047554731369,0.06854366511106491,-0.06081220507621765,0.07058117538690567,0.06688946485519409,0.11791393905878067,-0.07769035547971725,0.20940051972866058,-0.2663138210773468,-0.09447632730007172,-0.05842454731464386,0.23387373983860016,-0.11275271326303482,0.05023708939552307,-0.3377039432525635,-0.36833372712135315,-0.11644773185253143,0.4607027769088745,0.44709837436676025
7.0,0.3124208450317383,0.04296843335032463,0.37183013558387756,-0.158645361661911,-0.16632845997810364,0.22778867185115814,0.016548652201890945,-0.3468341529369354,-0.2503474950790405,0.08365988731384277,0.37336885929107666,-0.008047147653996944,-0.31178855895996094,-0.38763728737831116,0.06793490052223206,-0.0036510268691927195,0.12478494644165039,0.11653939634561539,0.15510427951812744,-0.08382675796747208,0.2526577115058899,-0.31628555059432983,-0.17131616175174713,-0.05617355555295944,0.22462062537670135,-0.11886903643608093,0.07415807247161865,-0.3542630076408386,-0.30512192845344543,-0.1576867252588272,0.4018497169017792,0.4347367286682129
8.0,0.24769248068332672,0.08217316120862961,0.3785019516944885,-0.047385189682245255,-0.2060067504644394,0.24558331072330475,0.03595684841275215,-0.3513559103012085,-0.29487836360931396,0.03742869570851326,0.2908756136894226,-0.03762390464544296,-0.35788992047309875,-0.398239403963089,0.12972396612167358,-0.07719671726226807,0.007997961714863777,0.017329644411802292,0.015584401786327362,-0.10987139493227005,0.24552583694458008,-0.22960878908634186,0.026524661108851433,-0.08186301589012146,0.24006900191307068,-0.04200047254562378,-0.0013805528869852424,-0.30000653862953186,-0.4267151951789856,-0.0749647244811058,0.48855575919151306,0.4250742197036743
9.0,0.2796635925769806,0.06437040865421295,0.35689038038253784,-0.10119706392288208,-0.21345290541648865,0.252371609210968,0.03595505282282829,-0.36429858207702637,-0.27870020270347595,0.07296227663755417,0.33331525325775146,-0.011816625483334064,-0.3451221287250519,-0.38025328516960144,0.07028031349182129,-0.026371799409389496,0.11711734533309937,0.12135462462902069,0.13820059597492218,-0.027745697647333145,0.222891703248024,-0.34301307797431946,-0.12774644792079926,-0.09106198698282242,0.19545942544937134,-0.1455901563167572,0.06878065317869186,-0.351088285446167,-0.3193698823451996,-0.14792197942733765,0.4019432067871094,0.4492652118206024
