id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
0.0,0.12843774259090424,0.46241170167922974,-0.059360865503549576,0.674159049987793,0.021954873576760292,-0.12448034435510635,-0.204002246260643,0.02832074835896492,-0.02383323200047016,0.7076429128646851,0.13528740406036377,0.1162935271859169,0.009286819957196712,0.032685536891222,0.29494479298591614,-0.29879939556121826
1.0,0.29380330443382263,0.490936279296875,0.02311031147837639,0.5579996705055237,0.21173661947250366,-0.2029024362564087,-0.31426408886909485,0.1657273918390274,0.048466190695762634,0.6931678056716919,-0.06206921115517616,0.1645020991563797,0.10548805445432663,0.12350833415985107,0.251068651676178,-0.3627307415008545
2.0,0.18441875278949738,0.4952801764011383,-0.014182965271174908,0.6480748653411865,0.10796620696783066,-0.13400909304618835,-0.20040276646614075,0.054494939744472504,0.0896076112985611,0.6831115484237671,-0.11538486182689667,0.19537056982517242,0.14533844590187073,0.17560385167598724,0.24980103969573975,-0.3385017514228821
3.0,0.22642329335212708,0.49714183807373047,0.014876353554427624,0.6068974733352661,0.18053732812404633,-0.16540436446666718,-0.2762642204761505,0.108514703810215,0.0729026049375534,0.6847927570343018,-0.09591475129127502,0.1692138910293579,0.1476926952600479,0.12664951384067535,0.24573522806167603,-0.37185588479042053
4.0,0.24466586112976074,0.5027556419372559,0.02155599184334278,0.6013625860214233,0.17290939390659332,-0.1660451889038086,-0.2657408118247986,0.122794970870018,0.04710393771529198,0.6942517757415771,-0.025749439373612404,0.1680361032485962,0.10802995413541794,0.13054847717285156,0.2564781904220581,-0.35479167103767395
5.0,0.25108516216278076,0.4963932931423187,0.012580758891999722,0.6005864143371582,0.18520089983940125,-0.17848698794841766,-0.2719176709651947,0.10133051127195358,0.0779695138335228,0.6879974603652954,-0.10655401647090912,0.18265455961227417,0.10716424137353897,0.14100249111652374,0.25279125571250916,-0.35442203283309937
6.0,0.2356184422969818,0.5050463676452637,0.01684669964015484,0.6075179576873779,0.1624881476163864,-0.1611430048942566,-0.2588767409324646,0.1108241155743599,0.04170352593064308,0.6975078582763672,0.016694391146302223,0.16129790246486664,0.0976809486746788,0.0983937457203865,0.2698378264904022,-0.34790611267089844
7.0,0.1364152431488037,0.4562678635120392,-0.0548170730471611,0.6782110929489136,0.05514773353934288,-0.11241334676742554,-0.19122472405433655,0.01707829162478447,0.012440507300198078,0.7050390243530273,0.09044179320335388,0.14967301487922668,0.06827348470687866,0.06459637731313705,0.2927763760089874,-0.30535686016082764
8.0,0.19708482921123505,0.4901100993156433,-0.007320511620491743,0.6389272212982178,0.12418083101511002,-0.14725735783576965,-0.23454898595809937,0.07580025494098663,0.050628237426280975,0.6996270418167114,0.012324911542236805,0.16319549083709717,0.08804690092802048,0.10808694362640381,0.27120569348335266,-0.3360956311225891
9.0,0.20835788547992706,0.483690470457077,-0.029258321970701218,0.6407938003540039,0.1196025013923645,-0.16259759664535522,-0.2233765870332718,0.07742378115653992,0.07715748250484467,0.6903462409973145,-0.0635608360171318,0.19621506333351135,0.14075614511966705,0.16107062995433807,0.26716530323028564,-0.3184551000595093
